nome_arquivo,imagem,threshold,prompt_fundo,prompt_roupa,clip_fundo,clip_inpainting
img-22-mscoco__fundo_1436__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__A_scientist.jpg,img-22-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.3603515625,0.173095703125
img-22-mscoco__fundo_1460__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__A_scientist.jpg,img-22-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.360107421875,0.1533203125
img-22-mscoco__fundo_1484__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__A_scientist.jpg,img-22-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.349365234375,0.167236328125
img-22-mscoco__fundo_1508__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.1561279296875,0.241943359375
img-22-mscoco__fundo_1532__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.2022705078125,0.261474609375
img-22-mscoco__fundo_1556__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.1845703125,0.263916015625
img-22-mscoco__fundo_1580__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.165283203125,0.33251953125
img-22-mscoco__fundo_1604__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.2059326171875,0.2313232421875
img-22-mscoco__fundo_1628__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.216796875,0.2476806640625
img-22-mscoco__fundo_1652__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.31689453125,0.1650390625
img-22-mscoco__fundo_1676__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.36865234375,0.1719970703125
img-22-mscoco__fundo_1700__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.367919921875,0.1298828125
img-22-mscoco__fundo_1724__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-22-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.36767578125,0.1690673828125
img-22-mscoco__fundo_1748__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__The_Mona_Lisa.jpg,img-22-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.245849609375,0.257568359375
img-22-mscoco__fundo_1772__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__The_Mona_Lisa.jpg,img-22-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.1837158203125,0.2734375
img-22-mscoco__fundo_1796__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__The_Mona_Lisa.jpg,img-22-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.189697265625,0.285888671875
img-22-mscoco__fundo_1820__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__The_Mona_Lisa.jpg,img-22-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.212890625,0.274169921875
img-22-mscoco__fundo_1844__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__The_Mona_Lisa.jpg,img-22-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.252685546875,0.248291015625
img-22-mscoco__fundo_1868__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__The_Mona_Lisa.jpg,img-22-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.325927734375,0.232421875
img-22-mscoco__fundo_1892__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__The_Mona_Lisa.jpg,img-22-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.362548828125,0.161865234375
img-22-mscoco__fundo_1916__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__The_Mona_Lisa.jpg,img-22-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.364013671875,0.15380859375
img-22-mscoco__fundo_1940__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__The_Mona_Lisa.jpg,img-22-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.368408203125,0.1541748046875
img-22-mscoco__fundo_1964__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__The_Mona_Lisa.jpg,img-22-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.3876953125,0.17431640625
img-22-mscoco__fundo_1988__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__Salvador_Dalí.jpg,img-22-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.2303466796875,0.283203125
img-22-mscoco__fundo_2012__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__Salvador_Dalí.jpg,img-22-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.2232666015625,0.2939453125
img-22-mscoco__fundo_2036__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__Salvador_Dalí.jpg,img-22-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.233154296875,0.270263671875
img-22-mscoco__fundo_2060__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__Salvador_Dalí.jpg,img-22-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.255615234375,0.22998046875
img-22-mscoco__fundo_2084__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__Salvador_Dalí.jpg,img-22-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.268310546875,0.307861328125
img-22-mscoco__fundo_2108__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__Salvador_Dalí.jpg,img-22-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.262451171875,0.2078857421875
img-22-mscoco__fundo_2132__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__Salvador_Dalí.jpg,img-22-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.372314453125,0.219482421875
img-22-mscoco__fundo_2156__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__Salvador_Dalí.jpg,img-22-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.39404296875,0.225341796875
img-22-mscoco__fundo_2180__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__Salvador_Dalí.jpg,img-22-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.3740234375,0.2156982421875
img-22-mscoco__fundo_2204__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__Salvador_Dalí.jpg,img-22-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.373779296875,0.1944580078125
img-22-mscoco__fundo_2228__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.2071533203125,0.27587890625
img-22-mscoco__fundo_2252__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.2322998046875,0.22607421875
img-22-mscoco__fundo_2276__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.18603515625,0.2498779296875
img-22-mscoco__fundo_2300__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.2452392578125,0.25244140625
img-22-mscoco__fundo_2324__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.223388671875,0.259521484375
img-22-mscoco__fundo_2348__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.29150390625,0.24267578125
img-22-mscoco__fundo_2372__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.371337890625,0.17431640625
img-22-mscoco__fundo_2396__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.341552734375,0.1641845703125
img-22-mscoco__fundo_2420__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.364501953125,0.172607421875
img-22-mscoco__fundo_2444__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__A_person_with_arms_like_a_tree_branch.jpg,img-22-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.3818359375,0.17822265625
img-26-mscoco__fundo_0010__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__A_scientist.jpg,img-26-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.1500244140625,0.280517578125
img-26-mscoco__fundo_0010__A sunset__th01__A_scientist.jpg,img-26-mscoco,0.1,A sunset,A scientist,0.1630859375,0.244140625
img-26-mscoco__fundo_0010__The Parthenon in front of the Great Pyramid__th01__A_scientist.jpg,img-26-mscoco,0.1,The Parthenon in front of the Great Pyramid,A scientist,0.19287109375,0.231689453125
img-26-mscoco__fundo_0010__The city of London__th01__A_scientist.jpg,img-26-mscoco,0.1,The city of London,A scientist,0.239013671875,0.2626953125
img-26-mscoco__fundo_0034__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__A_scientist.jpg,img-26-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.174072265625,0.242919921875
img-26-mscoco__fundo_0034__A sunset__th03__A_scientist.jpg,img-26-mscoco,0.3,A sunset,A scientist,0.1888427734375,0.255126953125
img-26-mscoco__fundo_0034__The Parthenon in front of the Great Pyramid__th03__A_scientist.jpg,img-26-mscoco,0.3,The Parthenon in front of the Great Pyramid,A scientist,0.1942138671875,0.234619140625
img-26-mscoco__fundo_0034__The city of London__th03__A_scientist.jpg,img-26-mscoco,0.3,The city of London,A scientist,0.2493896484375,0.2451171875
img-26-mscoco__fundo_0058__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th05__A_scientist.jpg,img-26-mscoco,0.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.181396484375,0.26611328125
img-26-mscoco__fundo_0058__A sunset__th05__A_scientist.jpg,img-26-mscoco,0.5,A sunset,A scientist,0.18994140625,0.289794921875
img-26-mscoco__fundo_0058__The Parthenon in front of the Great Pyramid__th05__A_scientist.jpg,img-26-mscoco,0.5,The Parthenon in front of the Great Pyramid,A scientist,0.241455078125,0.2376708984375
img-26-mscoco__fundo_0058__The city of London__th05__A_scientist.jpg,img-26-mscoco,0.5,The city of London,A scientist,0.2164306640625,0.266845703125
img-26-mscoco__fundo_0082__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__A_scientist.jpg,img-26-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.2071533203125,0.2666015625
img-26-mscoco__fundo_0082__A sunset__th07__A_scientist.jpg,img-26-mscoco,0.7,A sunset,A scientist,0.230224609375,0.268310546875
img-26-mscoco__fundo_0082__The Parthenon in front of the Great Pyramid__th07__A_scientist.jpg,img-26-mscoco,0.7,The Parthenon in front of the Great Pyramid,A scientist,0.2291259765625,0.236083984375
img-26-mscoco__fundo_0082__The city of London__th07__A_scientist.jpg,img-26-mscoco,0.7,The city of London,A scientist,0.2393798828125,0.2396240234375
img-26-mscoco__fundo_0106__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__A_scientist.jpg,img-26-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.1693115234375,0.2568359375
img-26-mscoco__fundo_0106__A sunset__th09__A_scientist.jpg,img-26-mscoco,0.9,A sunset,A scientist,0.2066650390625,0.294189453125
img-26-mscoco__fundo_0106__The Parthenon in front of the Great Pyramid__th09__A_scientist.jpg,img-26-mscoco,0.9,The Parthenon in front of the Great Pyramid,A scientist,0.1680908203125,0.28857421875
img-26-mscoco__fundo_0106__The city of London__th09__A_scientist.jpg,img-26-mscoco,0.9,The city of London,A scientist,0.241943359375,0.223876953125
img-26-mscoco__fundo_0130__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__A_scientist.jpg,img-26-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.200439453125,0.25927734375
img-26-mscoco__fundo_0130__A sunset__th11__A_scientist.jpg,img-26-mscoco,1.1,A sunset,A scientist,0.213623046875,0.284912109375
img-26-mscoco__fundo_0130__The Parthenon in front of the Great Pyramid__th11__A_scientist.jpg,img-26-mscoco,1.1,The Parthenon in front of the Great Pyramid,A scientist,0.2159423828125,0.272216796875
img-26-mscoco__fundo_0130__The city of London__th11__A_scientist.jpg,img-26-mscoco,1.1,The city of London,A scientist,0.2568359375,0.228759765625
img-26-mscoco__fundo_0154__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__A_scientist.jpg,img-26-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.257080078125,0.216796875
img-26-mscoco__fundo_0154__A sunset__th13__A_scientist.jpg,img-26-mscoco,1.3,A sunset,A scientist,0.2052001953125,0.29248046875
img-26-mscoco__fundo_0154__The Parthenon in front of the Great Pyramid__th13__A_scientist.jpg,img-26-mscoco,1.3,The Parthenon in front of the Great Pyramid,A scientist,0.2125244140625,0.2578125
img-26-mscoco__fundo_0154__The city of London__th13__A_scientist.jpg,img-26-mscoco,1.3,The city of London,A scientist,0.213134765625,0.2353515625
img-26-mscoco__fundo_0178__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__A_scientist.jpg,img-26-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.332275390625,0.202392578125
img-26-mscoco__fundo_0178__A sunset__th15__A_scientist.jpg,img-26-mscoco,1.5,A sunset,A scientist,0.26611328125,0.184814453125
img-26-mscoco__fundo_0178__The Parthenon in front of the Great Pyramid__th15__A_scientist.jpg,img-26-mscoco,1.5,The Parthenon in front of the Great Pyramid,A scientist,0.278076171875,0.1741943359375
img-26-mscoco__fundo_0178__The city of London__th15__A_scientist.jpg,img-26-mscoco,1.5,The city of London,A scientist,0.28369140625,0.168212890625
img-26-mscoco__fundo_0202__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__A_scientist.jpg,img-26-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.375244140625,0.2144775390625
img-26-mscoco__fundo_0202__A sunset__th17__A_scientist.jpg,img-26-mscoco,1.7,A sunset,A scientist,0.2685546875,0.1917724609375
img-26-mscoco__fundo_0202__The Parthenon in front of the Great Pyramid__th17__A_scientist.jpg,img-26-mscoco,1.7,The Parthenon in front of the Great Pyramid,A scientist,0.27587890625,0.1844482421875
img-26-mscoco__fundo_0202__The city of London__th17__A_scientist.jpg,img-26-mscoco,1.7,The city of London,A scientist,0.284423828125,0.1741943359375
img-26-mscoco__fundo_0226__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__A_scientist.jpg,img-26-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.372802734375,0.2183837890625
img-26-mscoco__fundo_0226__A sunset__th19__A_scientist.jpg,img-26-mscoco,1.9,A sunset,A scientist,0.26220703125,0.1839599609375
img-26-mscoco__fundo_0226__The Parthenon in front of the Great Pyramid__th19__A_scientist.jpg,img-26-mscoco,1.9,The Parthenon in front of the Great Pyramid,A scientist,0.2724609375,0.18408203125
img-26-mscoco__fundo_0226__The city of London__th19__A_scientist.jpg,img-26-mscoco,1.9,The city of London,A scientist,0.292236328125,0.184326171875
img-26-mscoco__fundo_0250__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.140625,0.363037109375
img-26-mscoco__fundo_0250__A sunset__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.1,A sunset,A photograph of a knight in shining armor holding a basketball,0.2115478515625,0.372802734375
img-26-mscoco__fundo_0250__The Parthenon in front of the Great Pyramid__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.1,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.153076171875,0.3232421875
img-26-mscoco__fundo_0250__The city of London__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.1,The city of London,A photograph of a knight in shining armor holding a basketball,0.2105712890625,0.356201171875
img-26-mscoco__fundo_0274__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.201171875,0.32421875
img-26-mscoco__fundo_0274__A sunset__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.3,A sunset,A photograph of a knight in shining armor holding a basketball,0.20654296875,0.345703125
img-26-mscoco__fundo_0274__The Parthenon in front of the Great Pyramid__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.3,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.2042236328125,0.364990234375
img-26-mscoco__fundo_0274__The city of London__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.3,The city of London,A photograph of a knight in shining armor holding a basketball,0.253662109375,0.354736328125
img-26-mscoco__fundo_0298__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.1939697265625,0.333251953125
img-26-mscoco__fundo_0298__A sunset__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.5,A sunset,A photograph of a knight in shining armor holding a basketball,0.222412109375,0.301025390625
img-26-mscoco__fundo_0298__The Parthenon in front of the Great Pyramid__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.5,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.198974609375,0.320556640625
img-26-mscoco__fundo_0298__The city of London__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.5,The city of London,A photograph of a knight in shining armor holding a basketball,0.2471923828125,0.306884765625
img-26-mscoco__fundo_0322__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.145263671875,0.3466796875
img-26-mscoco__fundo_0322__A sunset__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.7,A sunset,A photograph of a knight in shining armor holding a basketball,0.2294921875,0.373291015625
img-26-mscoco__fundo_0322__The Parthenon in front of the Great Pyramid__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.7,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.169921875,0.34765625
img-26-mscoco__fundo_0322__The city of London__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.7,The city of London,A photograph of a knight in shining armor holding a basketball,0.254638671875,0.359375
img-26-mscoco__fundo_0346__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.1900634765625,0.3564453125
img-26-mscoco__fundo_0346__A sunset__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.9,A sunset,A photograph of a knight in shining armor holding a basketball,0.2142333984375,0.37353515625
img-26-mscoco__fundo_0346__The Parthenon in front of the Great Pyramid__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.9,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.2080078125,0.349609375
img-26-mscoco__fundo_0346__The city of London__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,0.9,The city of London,A photograph of a knight in shining armor holding a basketball,0.2322998046875,0.334228515625
img-26-mscoco__fundo_0370__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.1434326171875,0.32177734375
img-26-mscoco__fundo_0370__A sunset__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.1,A sunset,A photograph of a knight in shining armor holding a basketball,0.220458984375,0.362060546875
img-26-mscoco__fundo_0370__The Parthenon in front of the Great Pyramid__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.1,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.2109375,0.327392578125
img-26-mscoco__fundo_0370__The city of London__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.1,The city of London,A photograph of a knight in shining armor holding a basketball,0.2266845703125,0.34033203125
img-26-mscoco__fundo_0394__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.17333984375,0.376708984375
img-26-mscoco__fundo_0394__A sunset__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.3,A sunset,A photograph of a knight in shining armor holding a basketball,0.2119140625,0.369140625
